Title,Image,Current State (EN),Release Date (EN),Maximum Resolution (EN),Pixel Count (EN),Framerate in 4K mode (EN),HDR/SDR (EN),Comments (EN),Cross-platform (EN),Developers (EN),Publishers,Price (GBP),Price (USD),Button to Store
Submerged: Hidden Depths,submerged-hidden-depths.webp (https://dl.airtable.com/.attachments/cacfedace58bc2127b05bed1eb2906ca/b7317321/submerged-hidden-depths.webp),"Released,Currently Claimable with Pro",3.12.2020,1920x1080 (FHD),submerged_proof.png (https://dl.airtable.com/.attachments/4c9060b80a9baeb9a38fb84d57591fa7/42115093/submerged_proof.png),60,HDR,Pixel Count,None,Uppercut Games,Stadia Games and Entertainment,£0.00,$19.99,https://stadia.google.com/store/details/3c39a33bbc064308941f9276c38c30e7rcp1/sku/07b0ea07f5554f70a2675fe696b4c9ebp
Sundered: Eldritch Edition,sundered-eldritch-edition.webp (https://dl.airtable.com/.attachments/d8809be82afb0a0f685274ff7958cee1/8bb918d9/sundered-eldritch-edition.webp),"Released,Previously Claimable with Pro",26.5.2020,1920x1080 (FHD),,60,SDR,"Not compatible with 4K mode,Pixel Count,Specs confirmed by devs/pubs",None,Thunder Lotus Games,Thunder Lotus Games,£15.99,$19.99,https://stadia.google.com/store/details/5ec4424b963f44d18d0016322c19c9f0rcp1/sku/788a1f7b00f74b26b12d7c6d62d50d96
SUPER BOMBERMAN R ONLINE,super-bomberman-r-online.webp (https://dl.airtable.com/.attachments/8f7c3cbab7537950ddbdbfcc05fcf715/7889efbf/super-bomberman-r-online.webp),"Released,Previously Claimable with Pro",1.9.2020,2560x1440 (2K),bomber_proof.png (https://dl.airtable.com/.attachments/11729eb03e8c501a0b813bbc7adad422/f715fae2/bomber_proof.png),60,SDR,Pixel Count,None,Konami,Konami,£0.00,$0.00,https://stadia.google.com/store/details/2847419bbb5146ed877a308d9884f504rcp1/sku/e57401bfbe4f4dd98fdfd05b0c75acb5
SUPERHOT,superhot.webp (https://dl.airtable.com/.attachments/6acdf6f85baad1277ed481aa6c0ea85c/c6647f36/superhot.webp),"Released,Previously Claimable with Pro",1.6.2020,3840x2160 (4K),sh_proof.png (https://dl.airtable.com/.attachments/d0d834199901a13c97bdf63b8c7665f3/b6bf23cc/sh_proof.png),60,SDR,"Pixel Count,Specs confirmed by devs/pubs",None,SUPERHOT,SUPERHOT,£19.99,$24.99,https://stadia.google.com/store/details/f7afcff709e74227a5648aacadf03815rcp1/sku/ce8a411f4dc2470da828fc259c584aa5
Superhot: Mind Control Delete,image.png (https://dl.airtable.com/.attachments/67c76231b108cc42f6f070c05892ea44/f95fe454/image.png),"Released,Previously Claimable with Pro",18.8.2020,3840x2160 (4K),mcd_proof.png (https://dl.airtable.com/.attachments/e440cdb7e9adda674998b6252eb8a797/07ef44f8/mcd_proof.png),60,SDR,"Pixel Count,Specs confirmed by devs/pubs",None,SUPERHOT,SUPERHOT,£19.99,$24.99,https://stadia.google.com/store/details/382fe14629e148449e7b8f94e8aecb38rcp1/sku/f491723b366248d18843107689f3ead6
Terraria,image.png (https://dl.airtable.com/.attachments/d75672c64d754515c20a60f38f23f6e6/b08e782a/image.png),Released,18.3.2021,Pixel Art/Retro,cooltext380356929453699.png (https://dl.airtable.com/.attachments/ca76a88782e3fb87300ba8767b7a69f6/08981303/cooltext380356929453699.png),60,SDR,,None,"Re-Logic,DR Studios",505 Games,,,https://stadia.google.com/store/details/774b82b8c1194dc2acc13a268c4ea7c7rcp1/sku/f308e50758b64693bd6314550bd249aep
The Crew 2,the-crew-2.webp (https://dl.airtable.com/.attachments/8a3b7da5cb88f473f2536242becd1082/b8720827/the-crew-2.webp),Released,25.3.2020,1920x1080 (FHD),crew2_proof.png (https://dl.airtable.com/.attachments/09e2756af08e83565faec325afd1f9cd/1add94d7/crew2_proof.png),30,SDR,"30FPS in 1080p mode,Pixel Count",None,Ubisoft,Ubisoft,£39.99,$49.99,https://stadia.google.com/store/details/cc97434908874852a6705d255a605dc8rcp1/sku/94db678cbb6342c3bc0e58f71130b3fb
The Darkside Detective,the-darkside-detective-season-2.webp (https://dl.airtable.com/.attachments/683f15035bd479727cbb7ec08679778d/3f48b7fd/the-darkside-detective-season-2.webp),Released,8.4.2021,Pixel Art/Retro,cooltext380356929453699.png (https://dl.airtable.com/.attachments/d418fe32619855d02b09e86bbfd8263e/055c6b8f/cooltext380356929453699.png),60,,,None,Spooky Doorway,Akupara Games,,,https://stadia.google.com/store/details/b465998ccc1c48aaa2fb74f331ebbdd7rcp1/sku/9d8c8bb162b6477ca2f2e5ee89f62b15p
The Darkside Detective: A Fumble in the Dark,image.png (https://dl.airtable.com/.attachments/c427d6f6e2bf5f6c818f5fcc9b214bcf/cbad874b/image.png),Released,15.4.2021,Pixel Art/Retro,cooltext380356929453699.png (https://dl.airtable.com/.attachments/805acac492109d8e4c977617c9567e7b/bd05a42d/cooltext380356929453699.png),,,,None,Spooky Doorway,Akupara Games,,,https://stadia.google.com/store/details/4e9c4e089aa5410cbffb3c1869d68925rcp1/sku/31d2c4b062e34650aa2ca3037e030355p
The Elder Scrolls Online,image.png (https://dl.airtable.com/.attachments/8fdfac1fb7ea5fec44ee7abdd19631c5/53230f26/image.png),"Released,Previously Claimable with Pro",16.6.2020,3840x2160 (4K),eso_proof.png (https://dl.airtable.com/.attachments/932aff285bedb155f0255c46f4c4bcb2/aa2f0811/eso_proof.png),30,HDR,"30FPS in 1080p mode,Pixel Count,Specs confirmed by devs/pubs","Partial Cross play,Cross buy,Cross save",Zenimax Online,Bethesda Softworks,£14.99,$19.99,https://stadia.google.com/store/details/b17f16d4a4f94c0a85e07f54dbdedbb6rcp1/sku/dad1cc5c8c1e45c38a83d125e59ea4b9
The Gardens Between,the-gardens-between.webp (https://dl.airtable.com/.attachments/d1bfdd6d7afa516cd181669235c8859d/342948d5/the-gardens-between.webp),"Released,Previously Claimable with Pro",1.11.2020,3840x2160 (4K),gardens_proof.png (https://dl.airtable.com/.attachments/51fb3be985db452dad656b64b2bb4dba/75a66350/gardens_proof.png),60,SDR,"Pixel Count,Specs confirmed by devs/pubs",None,The Voxel Agents,The Voxel Agents,£19.99,$19.99,https://stadia.google.com/store/details/cf65dc95d523465493d6fbc482452227rcp1/sku/86269481f3884521806398d7d875df9e
The Legend of Heroes: Trails of Cold Steel III,image.png (https://dl.airtable.com/.attachments/ae9f95192b96793450cae063533c33d5/f9570255/image.png),"Released,Currently Claimable with Pro",1.4.2021,,,,SDR,,None,"Engine Software,Reactor SC",NIS America,£59.99,$59.99,https://stadia.google.com/store/details/5de3aed0b1b4439887e1cb4458f9cec8rcp1/sku/692590363fe44ae9bbf8eb28c171a9afp
The Legend of Heroes: Trails of Cold Steel IV,image.png (https://dl.airtable.com/.attachments/5573067f89f15a6d294bf85639409082/b909b681/image.png),Released,9.4.2021,,,,,,None,"Reactor SC,Engine Software",NIS America,,,https://stadia.google.com/store/details/95d975e630f5443ca402b5d67c31323drcp1/sku/ae329268991c464cb99f32287c1bcabap
The Turing Test,the-turing-test.webp (https://dl.airtable.com/.attachments/1b2a120021d257df10f0cccdb8ff1eb8/474c891b/the-turing-test.webp),"Released,Previously Claimable with Pro",1.5.2020,3200x1800 (3.5K),turing_proof.png (https://dl.airtable.com/.attachments/b0eb1ccef5c77ff33cf349f123a6faea/44a9ca0a/turing_proof.png),60,SDR,Pixel Count,None,Bulkhead Interactive,Bulkhead Interactive,£15.99,$19.99,https://stadia.google.com/store/details/cfd2977e1b9f412387ca2f44848400acrcp1/sku/e8ed70244808408cbb7d3b2b1f06547f
Thumper,thumper.webp (https://dl.airtable.com/.attachments/e950483e37f8cd3ffb2c3f1883d6af3c/6bdd6e51/thumper.webp),"Released,Previously Claimable with Pro",19.11.2019,3840x2160 (4K),thumper_proof.png (https://dl.airtable.com/.attachments/1ebe75ec4a92511405ddfcf202c1923c/0798b98d/thumper_proof.png),60,SDR,"Pixel Count,Specs confirmed by devs/pubs",None,Drool,Drool,£15.99,$19.99,https://stadia.google.com/store/details/c121d8b3fa744b52b71bf3599cb3da7frcp1/sku/6e98f34bbcae444a99816b8f2613452b
TOHU,tohu.webp (https://dl.airtable.com/.attachments/f715c400fd93df683d42ed66f6f5308c/9365131f/tohu.webp),Released,28.1.2021,,,60,SDR,,None,Irregular Corp,Irregular Corp,£11.99,$14.99,https://stadia.google.com/store/details/df0f55ed73d946b8a70398fea9805e2drcp1/sku/6a40d7ab07e14609bbb3320b3c1ccb46p
Tom Clancy's Ghost Recon Breakpoint,ghost-recon-breakpoint.webp (https://dl.airtable.com/.attachments/468eaaac8cc4565e7ba7466c4d41b7e8/c185c94d/ghost-recon-breakpoint.webp),Released,18.12.2019,3840x2160 (4K),breakpoint_proof.png (https://dl.airtable.com/.attachments/df80638f6c07631fd5120237b32b6cdc/b6ebbcf6/breakpoint_proof.png),30,HDR,"Pixel Count,Specs confirmed by devs/pubs,60FPS in 1080p mode",None,Ubisoft,Ubisoft,£59.99,$59.99,https://stadia.google.com/store/details/11c9ece5b3a045908d77cf2b66adb010rcp1/sku/06e101d56a03472bb6c204aee96187d7
Tom Clancy's Ghost Recon Wildlands,tom-clancys-ghost-recon-wildlands.webp (https://dl.airtable.com/.attachments/e19b9aa5fcce414483dc396eb42dbd5e/597dee3b/tom-clancys-ghost-recon-wildlands.webp),Released,19.11.2020,3200x1800 (3.5K),wildlands_proof.png (https://dl.airtable.com/.attachments/8f0c1930462b08e39eb855e696836de3/6d3ce42d/wildlands_proof.png),30,HDR,"Pixel Count,Performance/Quality toggle,60FPS in 1080p mode,No HDR settings",None,Ubisoft,Ubisoft,£39.99,$49.99,https://stadia.google.com/store/details/a1ce1274a83244f1a099bebef7ae1233rcp1/sku/e609b00ee98d4e0e9a5eb80789db566cp
Tom Clancy's The Division 2,tom-clancys-the-division-2.webp (https://dl.airtable.com/.attachments/ba55160759da6b3e497077da4cdf730f/ccf60ec3/tom-clancys-the-division-2.webp),Released,17.3.2020,3840x2160 (4K),div2_proof.png (https://dl.airtable.com/.attachments/ceff54a546cbb9b3c85eb4ed134c1bc9/372935c1/div2_proof.png),60,HDR,"Pixel Count,Specs confirmed by devs/pubs","Partial Cross play,Cross save",Ubisoft,Ubisoft,£24.99,$29.99,https://stadia.google.com/store/details/d43cd46c81734ca48e1a615310d0237crcp1/sku/bed63eac149542078fa5b9d6f20f5f2f
Tomb Raider: Definitive Edition,tomb-raider-definitive-edition.webp (https://dl.airtable.com/.attachments/e03de09657a9319d14c397369c8b2c8b/0a69c3c4/tomb-raider-definitive-edition.webp),"Released,Previously Claimable with Pro",19.11.2019,3456x1944,trde.png (https://dl.airtable.com/.attachments/4ee8151f6414fa36461936fe7e0348db/9e607f67/trde.png),30,HDR,"Pixel Count,Performance/Quality toggle,60FPS in 1080p mode,No HDR settings",None,"Crystal Dynamics,Eidos Interactive,Nixxes",Square Enix,£15.99,$19.99,https://stadia.google.com/store/details/42503ac2cfcf40018c15c86b86a5508drcp1/sku/c86bd12f279741a8b8c9c522845c7fa9
Trials Rising,trials-rising.webp (https://dl.airtable.com/.attachments/6435c164609eb43ee656efa1794ea5b4/352a0e42/trials-rising.webp),Released,19.11.2019,3840x2160 (4K),trials_proof.png (https://dl.airtable.com/.attachments/2d2f3d4ff287ab8abcd3a213af4bab96/4d6a8005/trials_proof.png),60,SDR,"Pixel Count,Specs confirmed by devs/pubs",None,Ubisoft,Ubisoft,,$24.99,https://stadia.google.com/store/details/a031419410cc48469ff8954ea0732640rcp1/sku/01e95e73256c465fb5620fc574446413
Trine 4: The Nightmare Prince,image.png (https://dl.airtable.com/.attachments/791e8e3f8258d023530660db043142c0/b433c9a5/image.png),"Released,Currently Claimable with Pro",30.3.2021,2304x1296,trine_4_proof.png (https://dl.airtable.com/.attachments/29abbfb374b60c8ae1bb0f8557b795ba/23919605/trine_4_proof.png),60,SDR,Pixel Count,None,Frozenbyte,Frozenbyte,£24.99,$29.99,https://stadia.google.com/store/details/30fd580936bb43b782ec2dbdac8b2f45rcp1/sku/8f39647dac4f452ea0abb9aec508295fp
UNO,uno.webp (https://dl.airtable.com/.attachments/d4e80dfdab2ca7a5e9dbb4257de36deb/9598c975/uno.webp),Released,15.9.2020,3840x2160 (4K),uno_proof.png (https://dl.airtable.com/.attachments/90c5ee1338973efb7930e744632926a1/0f0d3d5e/uno_proof.png),60,SDR,Pixel Count,None,Ubisoft,Ubisoft,£7.99,$9.99,https://stadia.google.com/store/details/1694aaa3968344228424092f180a3e0ercp1/sku/c147fbe82f394c11bbe41ee134d4f350
Unto The End,unto-the-end.webp (https://dl.airtable.com/.attachments/d8df0aac19f9de463cc0d0a8d03501ae/21f5f401/unto-the-end.webp),Released,9.12.2020,3840x2160 (4K),UntoTheEnd_proof.png (https://dl.airtable.com/.attachments/2252d0a15d9fd157371247135764ff5d/67d1a62a/UntoTheEnd_proof.png),60,SDR,Pixel Count,None,Kittehface Software,Big Sugar Games,£19.99,$24.99,https://stadia.google.com/store/details/a089691b36254f77bc66a75052fc7cf6rcp1/sku/9e7a4e4a25cf45bc81367d8087df7f3bp
Valkyria Chronicles 4,valkyria-chronicles-4.webp (https://dl.airtable.com/.attachments/d1e5d67245e02fd62bd4d3bd3d430afb/d2907b48/valkyria-chronicles-4.webp),Released,8.12.2020,1920x1080 (FHD),vc4_proof.png (https://dl.airtable.com/.attachments/e33690725ec4643e209e9beaf0f91edd/2430c24f/vc4_proof.png),60,HDR,Pixel Count,None,SEGA,SEGA Europe,£39.99,$49.99,https://stadia.google.com/store/details/b00e2f20b91e43c8a0597b07fc80ca84rcp1/sku/bd0a6e3669c7410c8c3f86779cac1f44p
Watch Dogs,watch-dogs.webp (https://dl.airtable.com/.attachments/1d5d35e7030d0070d990f88da36998e8/281a07e2/watch-dogs.webp),Released,9.12.2020,3840x2160 (4K),watchdogs_proof.png (https://dl.airtable.com/.attachments/27d883a17a561a034b25deb2c472aa43/1092cc3c/watchdogs_proof.png),30,SDR,"Pixel Count,Performance/Quality toggle,60FPS in 1080p mode",None,Ubisoft,Ubisoft,£24.99,$19.99,https://stadia.google.com/store/details/b7503867ccbc4ac7be7093fe3ba1523crcp1/sku/426d9b3d67b84b359c71606ef2672cbdp
Watch Dogs 2,watch-dogs-2.webp (https://dl.airtable.com/.attachments/774630d9ca1efefda8466a237d542353/a63b29df/watch-dogs-2.webp),Released,9.12.2020,,,30,SDR,"Performance/Quality toggle,60FPS in 1080p mode",None,Ubisoft,Ubisoft,£39.99,$49.99,https://stadia.google.com/store/details/e6005e58d6d3458abd01bcf68e264ccercp1/sku/b64033837ef440bfaba7b1c54a1ac866p
Watch Dogs: Legion,watch-dogs-legion.webp (https://dl.airtable.com/.attachments/08212da1f025c7ecf92eb89b50de3c9f/24ca204c/watch-dogs-legion.webp),Released,29.10.2020,2304x1296,wdl_proof.png (https://dl.airtable.com/.attachments/252c1ffb57bd782b096ae4616f61a80d/b99c2ac9/wdl_proof.png),30,HDR,"Pixel Count,30FPS in 1080p mode",Cross save,Ubisoft,Ubisoft,£59.99,$59.99,https://stadia.google.com/store/details/deb490c166544813bf2ab73f4c6e2aa0rcp1/sku/af7331db8d1b4ef588f4f1a219d7e081p
Wave Break,image.png (https://dl.airtable.com/.attachments/0d02626222ee9803c041f30a819d7ade/1401d52b/image.png),Released,23.6.2020,,,30,HDR,60FPS in 1080p mode,None,Funktronic Labs,Funktronic Labs,£23.99,$29.99,https://stadia.google.com/store/details/3e7b24085e704c10ab03f93a19947c14rcp1/sku/599a08652fad4a41baad8591e18e83e2
Welcome to Elk,image.png (https://dl.airtable.com/.attachments/f1f0c1dda63022e076b3b261ee9a39be/31fb221a/image.png),Released,23.2.2021,1920x1080 (FHD),elk_proof.png (https://dl.airtable.com/.attachments/682402dcc14fc0345703292a9ef9a5b1/e52360f4/elk_proof.png),60,SDR,"Pixel Count,Not compatible with 4K mode",None,Triple Topping,Triple Topping,£14.99,$14.99,https://stadia.google.com/store/details/9fb7a46ff38a4c1d842e9ddd35b24d00rcp1/sku/a90e5aae58c04e788d6ba9311be3ce91p
West of Loathing,image.png (https://dl.airtable.com/.attachments/d55b7c2899c7515dfaf50dadc6c0bd8a/33a66e5f/image.png),"Released,Previously Claimable with Pro",1.7.2020,3840x2160 (4K),wol_proof.png (https://dl.airtable.com/.attachments/00e574f8696aa1526ea9f8aaf223bf75/bd626c2c/wol_proof.png),60,SDR,"Pixel Count,Specs confirmed by devs/pubs",None,Asymmetric,Asymmetric,£10.99,$10.99,https://stadia.google.com/store/details/0a60fff637b445a797623d0c69433a9crcp1/sku/772119af45f44182bca3ff8d39f62b0b
Windbound,windbound.webp (https://dl.airtable.com/.attachments/c9d302abc7590ef810575400dd00b4ce/a62e76ec/windbound.webp),Released,28.8.2020,3840x2160 (4K),,60,HDR,Pixel Count,None,5 Lives Studios,Koch Media,£24.99,$29.99,https://stadia.google.com/u/1/store/details/657210fe20ad402b85bda8f816b80d98rcp1/sku/6f9f6fda4e2a458c9935a1d591323f37p
Wolfenstein: Youngblood,wolfenstein-youngblood.webp (https://dl.airtable.com/.attachments/b748b9cb03087e94ef61703d5a817b62/0c144e58/wolfenstein-youngblood.webp),Released,19.11.2019,2560x1440 (2K),wolfenstein_proof.png (https://dl.airtable.com/.attachments/3c0d7799359491b187d1f453011a044e/62e14eec/wolfenstein_proof.png),60,SDR,Pixel Count,None,Machine Games,Bethesda Softworks,£24.99,$29.99,https://stadia.google.com/store/details/4884bd9bd7864cf28deef05ef4b69e70rcp1/sku/31047b9e82bb4a30ba66b24bef71cdf2
WWE 2K Battlegrounds,wwe-2k-battlegrounds.webp (https://dl.airtable.com/.attachments/11ae697c6481280e503d191be51dc81e/708d6250/wwe-2k-battlegrounds.webp),Released,18.9.2020,2560x1440 (2K),,60,SDR,Pixel Count,Full cross play,Saber Interactive,2K,£34.99,$39.99,https://stadia.google.com/store/details/f28e66bbd0984c77ac6a54e8cc3007bdrcp1/sku/30a2e74966344afcabc22d32c0d2cdc3p
Ys IX: Monstrum Nox,,"""Announced, No Pre-order""",6.7.2021,,,,,,,,,,,
Ys VIII: Lacrimosa of DANA,image.png (https://dl.airtable.com/.attachments/b9721963b58371e831bae9bb2502db38/3092503e/image.png),"Released,Currently Claimable with Pro",1.4.2021,3840x2160 (4K),ys8_proof.png (https://dl.airtable.com/.attachments/6983ee160f0d5bb616b8e098530c7276/c9c25b77/ys8_proof.png),60,SDR,Pixel Count,None,PH3 GmbH,NIS America,,,https://stadia.google.com/store/details/7ced0b517b144dd98529ceffab963791rcp1/sku/b51c2723938547a99ebfb2e3b2ae320dp
Zombie Army 4: Dead War,zombie-army-4-dead-war.webp (https://dl.airtable.com/.attachments/05167e7c3e93d4d0ba377fb7389ae2d4/3779502b/zombie-army-4-dead-war.webp),"Released,Previously Claimable with Pro",1.5.2020,2560x1440 (2K),zombiearmy_proof.png (https://dl.airtable.com/.attachments/426a9e209177c1207a685b5392fb6a41/721d836f/zombiearmy_proof.png),60,HDR,Pixel Count,None,Rebellion,Rebellion,£39.99,$49.99,https://stadia.google.com/store/details/cba537cccfe3470b8784f88660ea5f09rcp1/sku/a7b1581491ea4b7c9fcc89710561f5f7
